strategy_uid,tree_id,cluster_L1,cluster_L3,selects_tsmc,is_legacy_pick
TW::P_IC_qb0of3__MOM_qb2of3__None__v1,TW_wf_2007-01_2023-12,6,151,False,False
TW::PS_qb0of3__FCF_OI_qb1of3__None__v1,TW_wf_2007-01_2023-12,6,208,False,False
TW::PB_qb0of3__REVENUE_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,26,False,False
TW::PS_qb0of3__OCF_E_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,1,6,False,False
TW::P_IC_qb1of3__FCF_P_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,191,False,False
TW::P_IC_qb1of3__REVENUE_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,1,14,False,False
TW::PB_qb1of3__MOM_qb2of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,141,False,False
TW::PB_qb1of3__EPS_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,12,False,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,211,False,False
TW::PB_qb0of3__FCF_OI_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,22,False,False
TW::MOM_qb2of3__ROE_qb1of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,146,False,False
TW::EV_S_qb1of3__MOM_qb2of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::PS_qb0of3__FCF_OI_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,208,False,False
TW::PB_qb1of3__ROIC_qb2of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,1,11,False,False
TW::OCF_E_qb2of3__VOL_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,69,True,False
TW::EV_S_qb1of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::MOM_qb2of3__FCF_OI_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,136,False,False
TW::PB_qb0of3__NETDEBT_EBITDA_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,18,False,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,138,True,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb0of3__None__v1,TW_wf_2007-01_2023-12,6,145,False,False
TW::EV_S_qb0of3__EPS_qb1of3__None__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::PB_qb1of3__EPS_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::PS_qb0of3__ROIC_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::PB_qb1of3__None__C10_EPS_DYN_qmax4__v1,TW_wf_2007-01_2023-12,6,212,False,False
TW::PS_qb0of3__REVENUE_qb1of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,2,20,False,False
TW::OCF_E_qb2of3__DEBTRATIO_qb2of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,170,False,False
TW::PS_qb0of3__EV_S_qb0of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,207,False,False
TW::OCF_E_qb2of3__None__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,172,True,False
TW::EV_S_qb0of3__OCF_E_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,206,False,False
TW::PS_qb0of3__ROIC_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::OCF_E_qb2of3__DEBTRATIO_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,170,False,False
TW::P_IC_qb1of3__OCF_E_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,1,1,False,False
TW::PB_qb1of3__EPS_qb2of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,212,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,True,False
TW::OCF_E_qb2of3__FCF_OI_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,174,False,False
TW::MOM_qb2of3__NETDEBT_EBITDA_qb2of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,153,False,False
TW::OCF_E_qb2of3__EV_EBITDA_qb0of3__None__v1,TW_wf_2007-01_2023-12,6,182,False,False
TW::PS_qb0of3__FCF_OI_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,208,False,False
TW::PB_qb1of3__ROE_qb2of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,1,11,False,False
TW::P_IC_qb0of3__CROIC_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,17,False,False
TW::P_IC_qb1of3__REV_G_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::EV_S_qb0of3__OCF_E_qb2of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,181,False,False
TW::PB_qb1of3__DEBTRATIO_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,13,False,False
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,19,False,False
TW::MOM_qb2of3__ROIC_qb1of3__None__v1,TW_wf_2007-01_2023-12,6,155,False,False
TW::P_IC_qb1of3__DEBTRATIO_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,196,False,False
TW::P_IC_qb1of3__EPS_qb1of3__None__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::PB_qb1of3__ROIC_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::P_IC_qb0of3__EV_S_qb0of3__None__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::P_IC_qb1of3__DEBTRATIO_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,196,False,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,166,False,False
TW::PB_qb1of3__VOL_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,1,15,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,181,False,False
TW::OCF_E_qb2of3__VOL_qb0of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,69,True,False
TW::PS_qb0of3__CROIC_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,208,False,False
TW::PB_qb0of3__EV_EBITDA_qb0of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::EV_S_qb1of3__OCF_E_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,156,False,False
TW::PB_qb1of3__REV_G_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::PS_qb1of3__REV_G_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,156,False,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb0of3__None__v1,TW_wf_2007-01_2023-12,6,188,False,False
TW::PS_qb1of3__ROE_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,161,False,False
TW::PS_qb1of3__DEBTRATIO_qb0of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,167,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,10,False,False
TW::PB_qb0of3__EPS_qb1of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::P_IC_qb1of3__ROIC_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__None__v1,TW_wf_2007-01_2023-12,6,153,False,False
TW::PB_qb0of3__NETDEBT_EBITDA_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,18,False,False
TW::PS_qb1of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,159,False,False
TW::P_IC_qb0of3__None__None__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::P_IC_qb1of3__FCF_P_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,191,False,False
TW::MOM_qb2of3__None__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,135,True,False
TW::MOM_qb2of3__VOL_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,147,True,False
TW::PS_qb1of3__VOL_qb0of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,2,68,False,False
TW::PS_qb1of3__DEBTRATIO_qb0of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,167,False,False
TW::P_IC_qb0of3__ROIC_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::PB_qb1of3__ACCRUAL_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,215,False,False
TW::P_IC_qb1of3__ROE_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,9,False,False
TW::PS_qb0of3__OCF_E_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,181,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::PB_qb1of3__ACCRUAL_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,215,False,False
TW::EV_S_qb1of3__CROIC_qb2of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,165,False,False
TW::P_IC_qb1of3__OCF_E_qb2of3__None__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::MOM_qb2of3__REVENUE_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,3,86,True,False
TW::P_IC_qb1of3__DEBTRATIO_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,196,False,False
TW::MOM_qb2of3__None__None__v1,TW_wf_2007-01_2023-12,6,146,True,False
TW::PB_qb1of3__None__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,213,False,False
TW::PS_qb0of3__NETDEBT_EBITDA_qb2of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,200,False,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,176,False,False
TW::MOM_qb2of3__REV_G_qb2of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,135,True,False
TW::P_IC_qb1of3__VOL_qb0of3__None__v1,TW_wf_2007-01_2023-12,2,66,False,False
TW::MOM_qb2of3__DEBTRATIO_qb2of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,153,False,False
TW::MOM_qb2of3__REV_G_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,135,False,False
TW::PB_qb0of3__ROE_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,20,False,False
TW::P_IC_qb0of3__CROIC_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,22,False,False
TW::P_IC_qb1of3__ROE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,9,False,False
TW::EV_S_qb0of3__EPS_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,24,False,False
TW::P_IC_qb1of3__OCF_E_qb2of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,187,False,False
TW::EV_S_qb1of3__FCF_OI_qb2of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,165,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,1,10,False,False
TW::P_IC_qb1of3__VOL_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,157,False,False
TW::PB_qb1of3__MOM_qb2of3__None__v1,TW_wf_2007-01_2023-12,6,146,False,False
TW::PS_qb0of3__EV_S_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,207,False,False
TW::MOM_qb2of3__None__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,146,True,False
TW::PB_qb0of3__ROIC_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,29,False,False
TW::MOM_qb2of3__EV_EBITDA_qb1of3__None__v1,TW_wf_2007-01_2023-12,6,146,True,False
TW::MOM_qb2of3__ACCRUAL_qb1of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,214,True,False
TW::EV_S_qb1of3__None__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::PB_qb1of3__REV_G_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,158,False,False
TW::OCF_E_qb2of3__VOL_qb0of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,2,69,False,False
TW::P_IC_qb1of3__ROIC_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::PB_qb1of3__DEBTRATIO_qb0of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,1,14,False,False
TW::PS_qb0of3__None__None__v1,TW_wf_2007-01_2023-12,6,207,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,False,False
TW::PS_qb0of3__ROIC_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::MOM_qb2of3__FCF_P_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,136,False,False
TW::OCF_E_qb2of3__VOL_qb2of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,5,124,False,False
TW::PB_qb1of3__None__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::MOM_qb2of3__ROIC_qb1of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,154,False,False
TW::EV_S_qb1of3__NETDEBT_EBITDA_qb2of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,200,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,5,122,True,False
TW::MOM_qb2of3__REV_G_qb1of3__C16_FCF_P_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,146,False,False
TW::PS_qb0of3__EV_S_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::P_IC_qb0of3__FCF_P_qb1of3__None__v1,TW_wf_2007-01_2023-12,2,20,False,False
TW::P_IC_qb0of3__CROIC_qb1of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,23,False,False
TW::PS_qb0of3__EV_S_qb0of3__None__v1,TW_wf_2007-01_2023-12,6,207,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,True,False
TW::PB_qb0of3__FCF_OI_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,22,False,False
TW::OCF_E_qb2of3__None__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,True,False
TW::MOM_qb2of3__FCF_P_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,142,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,5,122,True,False
TW::PB_qb1of3__MOM_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,205,False,False
TW::EV_S_qb1of3__ACCRUAL_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,166,False,False
TW::OCF_E_qb2of3__REVENUE_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,184,False,False
TW::P_IC_qb1of3__EPS_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::MOM_qb2of3__DEBTRATIO_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,5,124,False,False
TW::PS_qb0of3__DEBTRATIO_qb2of3__None__v1,TW_wf_2007-01_2023-12,2,19,False,False
TW::P_IC_qb1of3__DEBTRATIO_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,217,False,False
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,215,False,False
TW::EV_S_qb1of3__ROIC_qb2of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::PB_qb1of3__FCF_P_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,194,False,False
TW::MOM_qb2of3__REV_G_qb1of3__None__v1,TW_wf_2007-01_2023-12,6,149,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,211,False,False
TW::P_IC_qb0of3__NETDEBT_EBITDA_qb1of3__None__v1,TW_wf_2007-01_2023-12,2,20,False,False
TW::P_IC_qb1of3__VOL_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,66,False,False
TW::PB_qb1of3__NETDEBT_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,211,False,False
TW::OCF_E_qb2of3__ACCRUAL_qb0of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,174,False,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb1of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,213,False,False
TW::MOM_qb2of3__REVENUE_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,137,True,False
TW::MOM_qb2of3__ROIC_qb1of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,154,False,False
TW::OCF_E_qb2of3__REVENUE_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,184,False,False
TW::PB_qb1of3__None__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::P_IC_qb0of3__MOM_qb2of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,151,False,False
TW::PB_qb1of3__None__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::P_IC_qb1of3__REV_G_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::EV_S_qb1of3__None__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::OCF_E_qb2of3__None__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,False,False
TW::PB_qb1of3__EPS_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,1,12,False,False
TW::OCF_E_qb2of3__FCF_OI_qb1of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,176,False,False
TW::P_IC_qb1of3__ROE_qb2of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,1,9,False,False
TW::PB_qb0of3__EV_S_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::MOM_qb2of3__VOL_qb0of3__None__v1,TW_wf_2007-01_2023-12,6,147,True,False
TW::MOM_qb2of3__ROE_qb2of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,143,False,False
TW::MOM_qb2of3__CROIC_qb2of3__None__v1,TW_wf_2007-01_2023-12,6,142,True,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,21,False,False
TW::EV_S_qb1of3__MOM_qb2of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::PB_qb1of3__VOL_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,157,False,False
TW::P_IC_qb1of3__ROE_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::PS_qb0of3__CROIC_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,208,False,False
TW::PB_qb0of3__DEBTRATIO_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,18,False,False
TW::P_IC_qb1of3__VOL_qb1of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,157,False,False
TW::OCF_E_qb2of3__ROE_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,TW_wf_2007-01_2023-12,6,171,True,False
TW::MOM_qb2of3__OCF_E_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,141,False,False
TW::PB_qb1of3__ROIC_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::PS_qb0of3__ROIC_qb1of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,2,25,False,False
TW::PB_qb1of3__EPS_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,190,False,False
TW::P_IC_qb1of3__ACCRUAL_qb1of3__C1_ROE_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,215,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,171,False,False
TW::OCF_E_qb2of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,5,124,True,False
TW::PS_qb1of3__REV_G_qb1of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,158,False,False
TW::MOM_qb2of3__FCF_P_qb0of3__None__v1,TW_wf_2007-01_2023-12,5,132,False,False
TW::P_IC_qb1of3__ROE_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,189,False,False
TW::EV_S_qb1of3__ROIC_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,161,False,False
TW::P_IC_qb0of3__FCF_OI_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,22,False,False
TW::PS_qb1of3__MOM_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,139,False,False
TW::PS_qb0of3__DEBTRATIO_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,2,19,False,False
TW::PB_qb0of3__CROIC_qb1of3__C15_FCF_P_DYN_riseq1__v1,TW_wf_2007-01_2023-12,2,20,False,False
TW::PB_qb1of3__FCF_OI_qb1of3__C12_EPS_DYN_yoy__v1,TW_wf_2007-01_2023-12,1,4,False,False
TW::PB_qb1of3__None__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,218,False,False
TW::P_IC_qb1of3__NETDEBT_EBITDA_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,188,False,False
TW::PS_qb0of3__ACCRUAL_qb0of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,181,False,False
TW::MOM_qb2of3__ROE_qb1of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,155,False,False
TW::PB_qb1of3__VOL_qb1of3__C2_ROE_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,203,False,False
TW::EV_S_qb1of3__None__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,5,128,False,False
TW::PS_qb1of3__ROIC_qb2of3__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,161,False,False
TW::PB_qb1of3__DEBTRATIO_qb1of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,TW_wf_2007-01_2023-12,6,195,False,False
TW::PB_qb1of3__None__C5_ROE_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,213,False,False
TW::PB_qb1of3__ACCRUAL_qb1of3__C8_EPS_DYN_riseq1__v1,TW_wf_2007-01_2023-12,6,215,False,False
TW::P_IC_qb1of3__DEBTRATIO_qb0of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,1,14,False,False
TW::OCF_E_qb2of3__FCF_P_qb2of3__C19_FCF_P_DYN_yoy__v1,TW_wf_2007-01_2023-12,6,175,False,False
TW::EV_S_qb1of3__EV_EBITDA_qb1of3__C9_EPS_DYN_riseq2__v1,TW_wf_2007-01_2023-12,6,169,False,False
